Scenario,fault,faultinf,Patient,init_bg,alert,alert_num,hazard_num,sub_TN,sub_FN,sub_TP,sub_FP,T1,T2,T3,Latency(T2-T1),Reaction time(T3-t2),mttf(T3-T1),Iteration_number
7,9,if _>=178 and _<198:||data_to_prepend["glucose"]=str(float(loaded_glucose)-278)||if float(data_to_prepend["glucose"])<0:||  data_to_prepend["glucose"]='0',patientA,180,N/A,0,0,173,0,0,0,178.0,N/A,N/A,N/A,N/A,N/A,174
7,9,if _>=178 and _<198:||data_to_prepend["glucose"]=str(float(loaded_glucose)-278)||if float(data_to_prepend["glucose"])<0:||  data_to_prepend["glucose"]='0',patientA,220,N/A,0,0,179,0,0,0,178.0,N/A,N/A,N/A,N/A,N/A,180
7,9,if _>=178 and _<198:||data_to_prepend["glucose"]=str(float(loaded_glucose)-278)||if float(data_to_prepend["glucose"])<0:||  data_to_prepend["glucose"]='0',patientA,320,N/A,0,0,179,0,0,0,178.0,N/A,N/A,N/A,N/A,N/A,180
7,9,if _>=178 and _<198:||data_to_prepend["glucose"]=str(float(loaded_glucose)-278)||if float(data_to_prepend["glucose"])<0:||  data_to_prepend["glucose"]='0',patientA,300,N/A,0,0,179,0,0,0,178.0,N/A,N/A,N/A,N/A,N/A,180
7,9,if _>=178 and _<198:||data_to_prepend["glucose"]=str(float(loaded_glucose)-278)||if float(data_to_prepend["glucose"])<0:||  data_to_prepend["glucose"]='0',patientA,100,N/A,0,7,172,7,0,0,178.0,N/A,68.0,N/A,N/A,invalid,180
7,9,if _>=178 and _<198:||data_to_prepend["glucose"]=str(float(loaded_glucose)-278)||if float(data_to_prepend["glucose"])<0:||  data_to_prepend["glucose"]='0',patientA,120,N/A,0,0,136,0,0,0,178.0,N/A,N/A,N/A,N/A,N/A,137
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientH,200,row_37||row_37||row_37||row_37||row_37||row_37||row_37,7,0,69,0,0,7,133.0,24.0,N/A,invalid,N/A,N/A,77
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientH,280,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,0,114,0,0,8,133.0,28.0,N/A,invalid,N/A,N/A,123
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientH,320,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,137,0,0,9,133.0,29.0,N/A,invalid,N/A,N/A,147
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientH,240,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,6,131,6,0,9,133.0,25.0,143.0,invalid,118.0,10.0,147
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientH,180,row_37||row_37||row_37||row_37,4,0,71,0,0,4,133.0,26.0,N/A,invalid,N/A,N/A,76
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientH,260,N/A,0,0,28,0,0,0,133.0,N/A,N/A,N/A,N/A,N/A,29
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientH,100,N/A,0,0,82,0,0,0,133.0,N/A,N/A,N/A,N/A,N/A,83
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientH,220,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,6,132,6,0,8,133.0,25.0,143.0,invalid,118.0,10.0,147
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientH,140,N/A,0,14,132,14,0,0,133.0,N/A,135.0,N/A,N/A,2.0,147
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientH,300,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,15,121,15,0,9,133.0,28.0,133.0,invalid,105.0,0.0,146
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientH,120,row_31,1,15,129,15,0,1,133.0,5.0,133.0,invalid,128.0,0.0,146
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientH,160,N/A,0,0,132,0,0,0,133.0,N/A,N/A,N/A,N/A,N/A,133
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientH,80,N/A,0,12,134,12,0,0,133.0,N/A,137.0,N/A,N/A,4.0,147
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientA,280,N/A,0,15,131,15,0,0,133.0,N/A,134.0,N/A,N/A,1.0,147
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientA,200,N/A,0,16,130,16,0,0,133.0,N/A,133.0,N/A,N/A,0.0,147
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientA,260,N/A,0,15,131,15,0,0,133.0,N/A,134.0,N/A,N/A,1.0,147
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientA,240,N/A,0,15,130,15,0,0,133.0,N/A,133.0,N/A,N/A,0.0,146
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientA,160,N/A,0,0,76,0,0,0,133.0,N/A,N/A,N/A,N/A,N/A,77
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientA,80,N/A,0,0,74,0,0,0,133.0,N/A,N/A,N/A,N/A,N/A,75
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientA,140,N/A,0,16,130,16,0,0,133.0,N/A,133.0,N/A,N/A,0.0,147
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientA,180,N/A,0,16,129,16,0,0,133.0,N/A,132.0,N/A,N/A,invalid,146
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientA,220,N/A,0,0,132,0,0,0,133.0,N/A,N/A,N/A,N/A,N/A,133
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientA,320,N/A,0,15,130,15,0,0,133.0,N/A,133.0,N/A,N/A,0.0,146
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientA,300,N/A,0,0,24,0,0,0,133.0,N/A,N/A,N/A,N/A,N/A,25
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientA,100,row_37,1,8,65,8,0,1,133.0,74.0,64.0,invalid,-10.0,invalid,75
8,1,if _>=133 and _<186:||data_to_prepend["glucose"]=str(31),patientA,120,N/A,0,16,130,16,0,0,133.0,N/A,133.0,N/A,N/A,0.0,147
8,3,if _>=188 and _<199:||data_to_prepend["glucose"]=str(50),patientA,80,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,10,0,189,0,0,10,188.0,188.0,N/A,0.0,N/A,N/A,200
8,3,if _>=188 and _<199:||data_to_prepend["glucose"]=str(50),patientA,100,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,10,0,189,0,0,10,188.0,188.0,N/A,0.0,N/A,N/A,200
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientH,200,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,16,80,103,80,0,16,59.0,24.0,111.0,invalid,87.0,52.0,200
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientH,280,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,17,74,108,74,0,17,59.0,27.0,116.0,invalid,89.0,57.0,200
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientH,320,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,17,71,110,71,0,17,59.0,29.0,118.0,invalid,89.0,59.0,199
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientH,240,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,16,78,104,78,0,16,59.0,26.0,112.0,invalid,86.0,53.0,199
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientH,180,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,12,82,104,82,0,12,59.0,26.0,108.0,invalid,82.0,49.0,199
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientH,260,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,17,75,107,75,0,17,59.0,27.0,115.0,invalid,88.0,56.0,200
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientH,100,N/A,0,44,104,44,0,0,59.0,N/A,107.0,N/A,N/A,48.0,149
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientH,220,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,16,101,16,0,8,59.0,25.0,112.0,invalid,87.0,53.0,126
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientH,140,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,85,106,85,0,8,59.0,192.0,106.0,133.0,-86.0,47.0,200
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientH,300,N/A,0,0,33,0,0,0,59.0,N/A,N/A,N/A,N/A,N/A,34
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientH,120,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,86,105,86,0,8,59.0,192.0,105.0,133.0,-87.0,46.0,200
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientH,160,N/A,0,0,95,0,0,0,59.0,N/A,N/A,N/A,N/A,N/A,96
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientH,80,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,81,110,81,0,8,59.0,192.0,110.0,133.0,-82.0,51.0,200
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientA,280,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,83,107,83,0,9,59.0,59.0,115.0,0.0,56.0,56.0,200
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientA,200,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,38,88,38,0,9,59.0,59.0,100.0,0.0,41.0,41.0,136
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientA,260,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,86,105,86,0,8,59.0,59.0,112.0,0.0,53.0,53.0,200
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientA,240,N/A,0,0,24,0,0,0,59.0,N/A,N/A,N/A,N/A,N/A,25
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientA,160,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,110,79,110,0,9,59.0,58.0,91.0,invalid,33.0,32.0,199
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientA,80,row_37||row_37||row_37||row_37||row_37||row_37||row_37,7,33,72,33,0,7,59.0,59.0,82.0,0.0,23.0,23.0,113
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientA,140,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,11,73,11,0,9,59.0,59.0,85.0,0.0,26.0,26.0,94
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientA,180,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,10,106,83,106,0,10,59.0,59.0,96.0,0.0,37.0,37.0,200
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientA,220,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,0,60,0,0,8,59.0,58.0,N/A,invalid,N/A,N/A,69
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientA,320,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,10,75,113,75,0,10,59.0,58.0,120.0,invalid,62.0,61.0,199
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientA,300,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,112,0,0,9,59.0,59.0,N/A,0.0,N/A,N/A,122
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientA,100,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,139,58,133,6,2,59.0,59.0,63.0,0.0,4.0,4.0,200
8,2,if _>=59 and _<159:||data_to_prepend["glucose"]=str(45),patientA,120,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,10,125,64,125,0,10,59.0,59.0,77.0,0.0,18.0,18.0,200
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientH,200,row_37||row_37||row_37||row_37||row_37||row_37,6,0,37,0,0,6,192.0,26.0,N/A,invalid,N/A,N/A,44
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientH,280,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,0,98,0,0,8,192.0,28.0,N/A,invalid,N/A,N/A,107
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientH,320,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_31,10,0,189,0,0,10,192.0,29.0,N/A,invalid,N/A,N/A,200
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientH,240,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,192.0,25.0,N/A,invalid,N/A,N/A,200
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientH,180,row_37||row_37||row_37||row_37||row_37||row_37,6,0,126,0,0,6,192.0,24.0,N/A,invalid,N/A,N/A,133
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientH,260,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,192.0,27.0,N/A,invalid,N/A,N/A,200
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientH,100,N/A,0,0,199,0,0,0,192.0,N/A,N/A,N/A,N/A,N/A,200
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientH,220,row_37||row_37||row_37||row_37||row_37||row_37||row_37,7,0,35,0,0,7,192.0,26.0,N/A,invalid,N/A,N/A,43
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientH,140,N/A,0,0,198,0,0,0,192.0,N/A,N/A,N/A,N/A,N/A,199
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientH,300,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,192.0,28.0,N/A,invalid,N/A,N/A,200
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientH,120,N/A,0,0,80,0,0,0,192.0,N/A,N/A,N/A,N/A,N/A,81
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientH,160,N/A,0,0,199,0,0,0,192.0,N/A,N/A,N/A,N/A,N/A,200
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientH,80,N/A,0,0,199,0,0,0,192.0,N/A,N/A,N/A,N/A,N/A,200
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientA,280,row_37||row_37,2,0,196,0,0,2,192.0,191.0,N/A,invalid,N/A,N/A,199
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientA,200,N/A,0,0,113,0,0,0,192.0,N/A,N/A,N/A,N/A,N/A,114
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientA,260,N/A,0,0,87,0,0,0,192.0,N/A,N/A,N/A,N/A,N/A,88
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientA,240,row_37||row_37,2,0,197,0,0,2,192.0,192.0,N/A,0.0,N/A,N/A,200
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientA,160,row_37||row_37,2,0,196,0,0,2,192.0,191.0,N/A,invalid,N/A,N/A,199
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientA,80,row_37||row_37,2,0,197,0,0,2,192.0,192.0,N/A,0.0,N/A,N/A,200
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientA,140,N/A,0,0,6,0,0,0,192.0,N/A,N/A,N/A,N/A,N/A,7
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientA,180,row_37||row_37,2,0,197,0,0,2,192.0,192.0,N/A,0.0,N/A,N/A,200
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientA,220,row_37||row_37,2,0,196,0,0,2,192.0,191.0,N/A,invalid,N/A,N/A,199
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientA,320,N/A,0,0,139,0,0,0,192.0,N/A,N/A,N/A,N/A,N/A,140
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientA,300,row_37||row_37,2,0,197,0,0,2,192.0,192.0,N/A,0.0,N/A,N/A,200
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientA,100,row_37||row_37,2,7,190,7,0,2,192.0,192.0,68.0,0.0,-124.0,invalid,200
8,4,if _>=192 and _<194:||data_to_prepend["glucose"]=str(63),patientA,120,row_3||row_37||row_37,3,0,196,0,0,3,192.0,5.0,N/A,invalid,N/A,N/A,200
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientH,200,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_38,8,38,137,38,0,8,84.0,25.0,107.0,invalid,82.0,23.0,184
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientH,280,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_38,10,32,141,32,0,10,84.0,27.0,110.0,invalid,83.0,26.0,184
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientH,320,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_38||row_38||row_38,12,29,143,29,0,12,84.0,29.0,112.0,invalid,83.0,28.0,185
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientH,240,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_38,10,35,139,35,0,10,84.0,25.0,109.0,invalid,84.0,25.0,185
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientH,180,row_37||row_37||row_37||row_37||row_37||row_37||row_38,7,41,136,41,0,7,84.0,24.0,106.0,invalid,82.0,22.0,185
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientH,260,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_38,9,34,141,34,0,9,84.0,27.0,110.0,invalid,83.0,26.0,185
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientH,100,row_38||row_38,2,44,138,43,1,1,84.0,106.0,103.0,22.0,-3.0,19.0,184
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientH,220,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_38,9,37,138,37,0,9,84.0,25.0,108.0,invalid,83.0,24.0,185
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientH,140,row_38||row_38,2,43,139,42,1,1,84.0,106.0,104.0,22.0,-2.0,20.0,184
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientH,300,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_38,10,31,143,31,0,10,84.0,29.0,111.0,invalid,82.0,27.0,185
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientH,120,row_38||row_38,2,44,138,43,1,1,84.0,106.0,103.0,22.0,-3.0,19.0,184
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientH,160,row_37||row_38||row_38,3,42,140,41,1,2,84.0,28.0,105.0,invalid,77.0,21.0,185
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientH,80,row_38||row_38,2,42,140,41,1,1,84.0,106.0,104.0,22.0,-2.0,20.0,184
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientA,280,row_37||row_37||row_37||row_37||row_37||row_32||row_32||row_32,8,0,191,0,0,8,84.0,106.0,N/A,22.0,N/A,N/A,200
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientA,200,row_37||row_37||row_37||row_37||row_37||row_37||row_32||row_32||row_32||row_33,10,0,189,0,0,10,84.0,106.0,N/A,22.0,N/A,N/A,200
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientA,260,row_37||row_37||row_37||row_37||row_37||row_37||row_32||row_32||row_32,9,0,190,0,0,9,84.0,106.0,N/A,22.0,N/A,N/A,200
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientA,240,row_37||row_37||row_37||row_37||row_37||row_37||row_32||row_32||row_32,9,0,190,0,0,9,84.0,106.0,N/A,22.0,N/A,N/A,200
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientA,160,row_37||row_37||row_37||row_37||row_37||row_37||row_32||row_32||row_32,9,0,190,0,0,9,84.0,106.0,N/A,22.0,N/A,N/A,200
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientA,80,row_37||row_37||row_37||row_37||row_37||row_37||row_32||row_32||row_32||row_33,10,0,189,0,0,10,84.0,106.0,N/A,22.0,N/A,N/A,200
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientA,140,row_37||row_37||row_37||row_37||row_37||row_37||row_32||row_32||row_32,9,0,190,0,0,9,84.0,106.0,N/A,22.0,N/A,N/A,200
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientA,180,row_37||row_37||row_37||row_37||row_37||row_37||row_32||row_32||row_32,9,0,190,0,0,9,84.0,106.0,N/A,22.0,N/A,N/A,200
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientA,220,row_37||row_37||row_37||row_37||row_37||row_37||row_32||row_32||row_32,9,0,190,0,0,9,84.0,106.0,N/A,22.0,N/A,N/A,200
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientA,320,row_37||row_37||row_37||row_37||row_37||row_32||row_32||row_32,8,0,191,0,0,8,84.0,106.0,N/A,22.0,N/A,N/A,200
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientA,300,row_37||row_37||row_37||row_37||row_37||row_32||row_32||row_32,8,0,191,0,0,8,84.0,106.0,N/A,22.0,N/A,N/A,200
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientA,100,row_37||row_37||row_37||row_37||row_37||row_37||row_32||row_32||row_32,9,7,183,7,0,9,84.0,106.0,68.0,22.0,-38.0,invalid,200
2,8,if _>=84 and _<106:||loaded_suggested_data["rate"]=3.19,patientA,120,row_37||row_37||row_37||row_37||row_37||row_37||row_32||row_32||row_32,9,0,190,0,0,9,84.0,106.0,N/A,22.0,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientH,200,row_37||row_37||row_37||row_37||row_37||row_37||row_37,7,0,192,0,0,7,191.0,25.0,N/A,invalid,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientH,280,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,191.0,27.0,N/A,invalid,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientH,320,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,191.0,29.0,N/A,invalid,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientH,240,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,191.0,25.0,N/A,invalid,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientH,180,row_37||row_37||row_37||row_37||row_37||row_37||row_31,7,0,192,0,0,7,191.0,24.0,N/A,invalid,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientH,260,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,191.0,27.0,N/A,invalid,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientH,100,N/A,0,0,199,0,0,0,191.0,N/A,N/A,N/A,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientH,220,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,8,0,191,0,0,8,191.0,25.0,N/A,invalid,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientH,140,N/A,0,0,199,0,0,0,191.0,N/A,N/A,N/A,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientH,300,row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37||row_37,9,0,190,0,0,9,191.0,29.0,N/A,invalid,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientH,120,N/A,0,0,199,0,0,0,191.0,N/A,N/A,N/A,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientH,160,row_37,1,0,198,0,0,1,191.0,28.0,N/A,invalid,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientH,80,N/A,0,0,199,0,0,0,191.0,N/A,N/A,N/A,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientA,280,N/A,0,0,199,0,0,0,191.0,N/A,N/A,N/A,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientA,200,N/A,0,0,199,0,0,0,191.0,N/A,N/A,N/A,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientA,260,N/A,0,0,199,0,0,0,191.0,N/A,N/A,N/A,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientA,240,N/A,0,0,199,0,0,0,191.0,N/A,N/A,N/A,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientA,160,N/A,0,0,199,0,0,0,191.0,N/A,N/A,N/A,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientA,80,N/A,0,0,199,0,0,0,191.0,N/A,N/A,N/A,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientA,140,N/A,0,0,199,0,0,0,191.0,N/A,N/A,N/A,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientA,180,N/A,0,0,199,0,0,0,191.0,N/A,N/A,N/A,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientA,220,N/A,0,0,199,0,0,0,191.0,N/A,N/A,N/A,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientA,320,N/A,0,0,199,0,0,0,191.0,N/A,N/A,N/A,N/A,N/A,200
2,7,if _>=191 and _<196:||loaded_suggested_data["rate"]=2.97,patientA,300,N/A,0,0,199,0,0,0,191.0,N/A,N/A,N/A,N/A,N/A,200
